name;lat;long;country;population
Musashino;35.7178;139.5661;Japan;148971
Mutsu;41.2931;141.1831;Japan;53393
Myoko;37.0333;138.2500;Japan;30300
Nabari;34.6333;136.1000;Japan;75942
Nachikatsuura;33.6261;135.9408;Japan;13930
Nagahama;35.3833;136.2833;Japan;113740
Nagai;38.1078;140.0406;Japan;25836
Nagaizumi;35.1378;138.8972;Japan;43204
Nagakute;35.1842;137.0486;Japan;62473
Nagano;36.6486;138.1928;Japan;367184
Naganohara;36.5522;138.6375;Japan;5026
Naganuma;43.0103;141.6953;Japan;10515
Nagaoka;37.4333;138.8333;Japan;263955
Nagaoka;34.9267;135.6956;Japan;80423
Nagaoki;32.9781;130.6058;Japan;9092
Nagareyama;35.8561;139.9025;Japan;200298
Nagasaki;32.7833;129.8667;Japan;404656
Nagasu;32.9297;130.4528;Japan;15299
Nagato;34.3711;131.1822;Japan;32183
Nagatoro;36.1100;139.1100;Japan;6643
Nagaya;35.4308;140.2269;Japan;6664
Nago;26.5917;127.9775;Japan;63060
Nagoya;35.1167;136.9333;Japan;9522000
Naha;26.2122;127.6789;Japan;316048
Naie;43.4253;141.8828;Japan;5235
Naka;36.4575;140.4867;Japan;53035
Naka;33.8574;134.4966;Japan;7252
Nakagawa;33.4994;130.4222;Japan;50186
Nakagawa;36.7383;140.1714;Japan;14921
Nakagawa;33.9511;134.6622;Japan;10576
Nakagusuku;26.2672;127.7911;Japan;21924
Nakai;33.5756;133.6414;Japan;46567
Nakama;33.8167;130.7090;Japan;39634
Nakano;35.7074;139.6638;Japan;341014
Nakano;36.7419;138.3694;Japan;41972
Nakanojomachi;36.5872;138.8408;Japan;15186
Nakanoto;36.9889;136.9017;Japan;16442
Nakao;35.3308;139.2189;Japan;9272
Nakashunbetsu;43.5553;144.9714;Japan;23211
Nakata;30.5331;130.9586;Japan;7514
Nakatsu;33.5983;131.1883;Japan;82714
Nakatsugawa;35.4875;137.5006;Japan;75500
Nakayama;38.3333;140.2831;Japan;10617
Nakoushi;26.6825;127.9728;Japan;9275
Nambu;35.2425;138.4861;Japan;7057
Namegata;35.9903;140.4892;Japan;31828
Namegawa;36.0661;139.3608;Japan;19885
Namerikawa;36.7667;137.3333;Japan;32317
Nanao;37.0333;136.9667;Japan;51001
Nanbei;35.3206;139.1000;Japan;41259
Nanbu;40.4669;141.3817;Japan;16449
Nanbu;35.3403;133.3267;Japan;10275
Nanjo;26.1633;127.7706;Japan;44318
Nantan;35.1072;135.4700;Japan;31075
Nanto;36.5833;136.9167;Japan;47390
Nanyo;38.0553;140.1483;Japan;30343
Nara;34.6833;135.7833;Japan;352377
Narashino;35.6808;140.0267;Japan;174990
Narita;35.7833;140.3167;Japan;130689
Narutocho-mitsuishi;34.1667;134.6167;Japan;55264
Nasu;37.0197;140.1211;Japan;23435
Nasukarasuyama;36.6569;140.1517;Japan;24456
Nasushiobara;36.9617;140.0461;Japan;115602
Natori-shi;38.1717;140.8919;Japan;79250
Nayoro;44.3558;142.4633;Japan;27062
Nemuro;43.3300;145.5831;Japan;24858
Nerima;35.7500;139.6167;Japan;742463
Neya;34.7661;135.6281;Japan;227997
Nichinan;31.6019;131.3789;Japan;49899
Nihonmatsu;37.5847;140.4314;Japan;54447
Niigata;37.9161;139.0364;Japan;790646
Niihama;33.9603;133.2834;Japan;114971
Niimi;34.9772;133.4703;Japan;27526
Niiza;35.7933;139.5653;Japan;164653
Nikaho;39.2031;139.9078;Japan;22981
Nikko;36.7198;139.6982;Japan;77027
Ninohe;40.2711;141.3047;Japan;25083
Ninomiya;35.2994;139.2553;Japan;27536
Nirasaki;35.7089;138.4464;Japan;28896
Nishi;32.2011;130.8411;Japan;10121
Nishigo;37.1419;140.1553;Japan;20508
Nishihara;26.2261;127.7656;Japan;34802
Nishiharadai;32.8347;130.9031;Japan;6507
Nishinomiya-hama;34.7333;135.3333;Japan;487010
Nishinoomote;30.7325;130.9975;Japan;14694
Nishio;34.8667;137.0667;Japan;168992
Nishiowa;36.0220;139.6543;Japan;6731
Nishitokyo;35.7258;139.5386;Japan;207098
Nishiwaki;34.9933;134.9694;Japan;38479
Nisshin;35.1333;137.0333;Japan;92823
Nobeji;40.8644;141.1286;Japan;12352
Nobeoka;32.5822;131.6650;Japan;117711
Noboribetsu;42.4128;141.1067;Japan;46838
Noda;35.9550;139.8747;Japan;152227
Nogata;33.7439;130.7297;Japan;55705
Nogi;36.2331;139.7408;Japan;24903
Nomimachi;36.4375;136.4961;Japan;48860
Nonoichi;36.5194;136.6097;Japan;57090
Noshiromachi;40.2122;140.0267;Japan;49625
Noto;37.3067;137.1500;Japan;15280
Numata;36.6439;139.0428;Japan;44782
Numazu;35.0956;138.8636;Japan;187653
Nyuzen;36.9333;137.5000;Japan;23537
Oakashicho;34.6431;134.9975;Japan;299699
Oamishirasato;35.5217;140.3211;Japan;47722
Oarai;36.3133;140.5750;Japan;15696
Obama;35.4956;135.7467;Japan;28142
Obanazawa;38.6008;140.4058;Japan;14760
Obihiro;42.9236;143.1967;Japan;165684
Obita;32.8253;129.8750;Japan;41341
Obu;35.0167;136.9667;Japan;92562
Obuse;36.6978;138.3122;Japan;10510
Ochi;33.5328;133.2519;Japan;5111
Odacho-oda;35.1922;132.4997;Japan;32102
Odate;40.2717;140.5647;Japan;68593
Odawara;35.2647;139.1522;Japan;189038
Ofunato;39.0822;141.7083;Japan;34568
Oga;39.8867;139.8478;Japan;24690
Ogaki;35.3594;136.6128;Japan;158386
Ogano;36.0172;139.0086;Japan;10751
Ogawa;36.0533;139.2661;Japan;28386
Ogawara;38.0500;140.7336;Japan;23586
Ogimachi;33.2506;130.2017;Japan;43257
Ogori;33.3964;130.5556;Japan;58322
Ogose;35.9644;139.2942;Japan;10905
Oguchi;35.3325;136.9078;Japan;24234
Ogunimachi;38.0614;139.7433;Japan;6939
Oharu;35.1750;136.8200;Japan;32590
Ohira;38.4675;140.8803;Japan;5739
Oi;35.3267;139.1564;Japan;17062
Oirase;40.5992;141.3978;Japan;24407
Oishida;38.5939;140.3728;Japan;6417
Oiso;35.3069;139.3114;Japan;31121
Oita;33.2333;131.6067;Japan;477186
Oizumi;36.2478;139.4050;Japan;41681
Oji;34.5947;135.7069;Japan;23731
Ojiya;37.3144;138.7951;Japan;33729
Okagaki;33.8536;130.6114;Japan;30891
Okaya;36.0669;138.0494;Japan;47499
Okayama;34.6500;133.9167;Japan;720043
Okazaki;34.9500;137.1667;Japan;385376
Okegawa;36.0028;139.5583;Japan;74115
Oki;33.2106;130.4397;Japan;13847
Okinawa;26.3342;127.8056;Japan;142094
Okinoshima;36.2000;133.3167;Japan;13595
Okuizumo;35.1975;133.0025;Japan;11570
Omachi;36.5000;137.8500;Japan;25883
Omachi;33.2139;130.1161;Japan;6156
Omaezaki;34.6381;138.1281;Japan;30562
Omagari;39.4531;140.4754;Japan;38794
Ome;35.7883;139.2750;Japan;132436
Omihachiman;35.1283;136.0981;Japan;81545
Omitama;36.2394;140.3525;Japan;48555
Omiyacho;35.2222;138.6214;Japan;127252
Omura;32.9214;129.9539;Japan;95619
Omuta;33.0303;130.4461;Japan;110054
Onagawa;38.4456;141.4444;Japan;5662
Onan;34.8939;132.4378;Japan;10086
Onga;33.8481;130.6683;Japan;18609
Onishi;36.1606;139.0619;Japan;7011
Onna;26.4975;127.8536;Japan;10852
Ono;34.8531;134.9317;Japan;47316
Ono;35.9806;136.4875;Japan;30449
Ono;35.4706;136.6275;Japan;22375
Onojo;33.5364;130.4789;Japan;101603
Onomichi;34.4089;133.2050;Japan;130143
Ora;36.2639;139.4675;Japan;25623
Osaka;34.7520;135.4582;Japan;15490000
Osakasayama;34.5036;135.5556;Japan;58593
Osaki;38.5772;140.9556;Japan;127135
Osako;31.4292;131.0058;Japan;12092
Osawa;33.2067;130.3839;Japan;32609
Oshamambe;42.5136;140.3804;Japan;5112
Oshu;39.1444;141.1389;Japan;112402
Ota;36.2917;139.3758;Japan;221123
Ota-ku;35.5614;139.7161;Japan;737187
Otake;34.2000;132.2167;Japan;26458
Otaki;35.2850;140.2456;Japan;8762
Otaru;43.1833;141.0000;Japan;112452
Otawara;36.8667;140.0167;Japan;72923
Otofuke;42.9917;143.2003;Japan;44049
Otsu;35.0167;135.8500;Japan;342607
Otsuchi;39.3597;141.9064;Japan;10719
Otsuki;35.6106;138.9400;Japan;22356
Ouda-yamaguchi;34.5278;135.9525;Japan;27747
Owani;40.5183;140.5678;Japan;8442
Owariasahi;35.2167;137.0333;Japan;82336
Owase;34.0667;136.1833;Japan;16079
Oyabe;36.6833;136.8667;Japan;28634
Oyama;36.3147;139.8003;Japan;167874
Oyama;35.3667;138.9833;Japan;18181
Oyamazaki;34.9028;135.6886;Japan;15991
Oyodo;34.3906;135.7900;Japan;16469
Ozu;33.5064;132.5447;Japan;40289
Ozu;32.8803;130.8717;Japan;34975
Ranzan;36.0567;139.3203;Japan;17954
Rifu;38.3303;140.9756;Japan;35521
Rikuzen-Takata;39.0153;141.6294;Japan;18153
Ritto;35.0217;135.9981;Japan;69598
Rokkasho;40.9675;141.3744;Japan;10099
Rokunohe;40.6097;141.3247;Japan;10473
Rumoi;43.9411;141.6369;Japan;20260
Ryugasaki;35.9167;140.1833;Japan;76055
Ryuo;35.0608;136.1244;Japan;11821
Ryuyo;34.6783;137.8167;Japan;19756
Sabae;35.9567;136.1844;Japan;68666
Sado;38.0183;138.3683;Japan;54304
Saga;33.2667;130.3000;Japan;232359
Sagae;38.3811;140.2761;Japan;39854
Sagamihara;35.5667;139.3667;Japan;722973
Saijo;33.9196;133.1812;Japan;103760
Saikaicho-kobago;32.9331;129.6431;Japan;26188
Saiki;32.9603;131.8994;Japan;66497
Saitama;35.8617;139.6453;Japan;1320571
Saito;32.1086;131.4014;Japan;28618
Saka;34.3414;132.5139;Japan;12611
Sakado;35.9572;139.4031;Japan;100829
Sakae;35.8408;140.2439;Japan;19902
Sakai;34.5667;135.4833;Japan;823523
Sakai;36.1669;136.2317;Japan;87945
Sakai;36.1086;139.7950;Japan;24035
Sakaidecho;34.3164;133.8606;Japan;50577
Sakaiminato;35.5397;133.2317;Japan;32503
Sakaki;36.4619;138.1803;Japan;13967
Sakata;38.9144;139.8364;Japan;99235
Sakawa;33.5008;133.2867;Japan;12170
Saku;36.2489;138.4769;Japan;98292
Sakuho;36.1611;138.4833;Japan;10042
Sakura;35.7239;140.2239;Japan;169059
Sakura;36.6853;139.9664;Japan;44777
Sakuragawa;36.3272;140.0906;Japan;38677
Sakurai;34.5189;135.8519;Japan;54346
Sandacho;34.8894;135.2253;Japan;109243
Sanga;34.6003;135.6956;Japan;23264
Sanjo;37.6368;138.9617;Japan;93671
Sanmu;35.6028;140.4136;Japan;48196
Sano;36.3144;139.5783;Japan;114842
Sanuki;34.3253;134.1722;Japan;46723
Sanyo-Onoda;34.0033;131.1819;Japan;59648
Sapporo;43.0621;141.3544;Japan;1961690
Sasagawa;37.2865;140.3727;Japan;75128
Sasaguri;33.6239;130.5264;Japan;31092
Sasebo;33.1800;129.7156;Japan;242664
Satosho;34.5136;133.5569;Japan;10969
Satsuma;31.9064;130.4553;Japan;20093
Satsumasendai;31.8133;130.3042;Japan;91875
Satte;36.0781;139.7258;Japan;49961
Sayama;35.8531;139.4122;Japan;148324
Sayo;35.0042;134.3558;Japan;15508
Seika;34.7608;135.7858;Japan;35951
Seiro;37.9667;139.2667;Japan;13823
Seiyo;33.3631;132.5111;Japan;34898
Sekigahara;35.3653;136.4672;Japan;6701
Sekimachi;35.4958;136.9178;Japan;85636
Sekimachi;33.0617;130.5414;Japan;8821
Senboku;39.7000;140.7306;Japan;24515
Sendai;38.2683;140.8694;Japan;1058070
Sennan;34.3658;135.2736;Japan;59634
Sera;34.5867;133.0567;Japan;14878
Setagaya;35.6464;139.6533;Japan;940509
Setana;42.4169;139.8833;Japan;7564
Seto;35.2167;137.0833;Japan;127327
Setouchi;34.6650;134.0928;Japan;35624
Settsu;34.7772;135.5622;Japan;86168
Shibata;37.9500;139.3333;Japan;94258
Shibata;38.0564;140.7658;Japan;38638
Shibayama;35.6931;140.4142;Japan;6916
Shibecha;43.3033;144.6008;Japan;7422
Shibetsu;43.6614;145.1314;Japan;5123
Shibukawa;36.4833;139.0000;Japan;73064
Shibushi;31.4772;131.0999;Japan;29267
Shibuya;35.6536;139.7092;Japan;102056
Shibuya-ku;35.6583;139.7014;Japan;235193
Shichigahama;38.3047;141.0594;Japan;17793
Shichinohe;40.7447;141.1578;Japan;14217
Shihoro;43.1683;143.2411;Japan;6027
Shijonawate;34.7400;135.6394;Japan;55094
Shika;37.0064;136.7781;Japan;18275
Shikama;38.5489;140.8500;Japan;6580
Shikokuchuo;33.9808;133.5492;Japan;82320
Shima;34.3283;136.8306;Japan;45834
Shima;39.5547;141.1678;Japan;32036
Shimabara;32.7756;130.3381;Japan;42858
Shimada;34.8364;138.1761;Japan;95198
Shimanto;32.9917;132.9339;Japan;32551
Shimanto;33.2083;133.1356;Japan;15540
Shimeo;33.5914;130.4797;Japan;46207
Shimizu;43.0111;142.8847;Japan;9305
Shimizucho;35.0992;138.9028;Japan;31652
Shimogamo;34.6794;138.9453;Japan;20499
Shimomura;36.0697;138.0803;Japan;18801
Shimonita;36.2125;138.7892;Japan;6338
Shimotoba;34.8839;135.6628;Japan;31292
Shimotsucho-kominami;34.1556;135.2092;Japan;47697
Shimotsuke;36.3872;139.8422;Japan;59404
Shimotsuma;36.1844;139.9675;Japan;41499
Shin'onsen;35.6233;134.4492;Japan;13213
Shin-Kamigoto;32.9844;129.0733;Japan;17479
Shinagawa-ku;35.6000;139.7333;Japan;415729
Shingu;33.7139;130.4314;Japan;33017
Shingu;33.7167;136.0000;Japan;26628
Shinhidaka;42.3414;142.3683;Japan;21873
Shinjo;38.7650;140.3016;Japan;34284
Shinjuku;35.7000;139.7167;Japan;346115
Shinkai;35.8367;139.5803;Japan;75247
Shinmachi;35.1917;140.3486;Japan;6769
Shinozaki;33.9500;130.9333;Japan;252844
Shinshiro;34.9000;137.5000;Japan;43620
Shinto;36.4403;138.9814;Japan;14193
Shintoku;43.0797;142.8389;Japan;5834
Shintomi;32.0689;131.4878;Japan;16495
Shiogama;38.3144;141.0222;Japan;51999
Shiojiri;36.1167;137.9500;Japan;66181
Shioya;36.7775;139.8506;Japan;10152
Shirahama;33.6781;135.3481;Japan;19976
Shirakawa;37.1264;140.2108;Japan;59044
Shirako;35.4544;140.3744;Japan;10280
Shiranuka;42.9561;144.0717;Japan;7539
Shiraoi;42.5511;141.3558;Japan;16364
Shiraoka;36.0189;139.6769;Japan;52103
Shirataka;38.1831;140.0986;Japan;12663
Shirayamamachi;36.5144;136.5656;Japan;110135
Shiroi;35.7917;140.0564;Japan;61673
Shiroishi;38.0022;140.6197;Japan;32570
Shiroishi;33.1483;130.1233;Japan;21902
Shirosato;36.4792;140.3764;Japan;17916
Shiso;35.0058;134.5486;Japan;34116
Shisui;35.7167;140.2667;Japan;20278
Shizukuishi;39.6942;140.9844;Japan;15589
Shizuoka;34.9756;138.3825;Japan;685589
Shobara;34.8578;133.0167;Japan;33409
Shodoshima;34.4819;134.2336;Japan;13646
Shonai;38.8497;139.9047;Japan;19977
Shoo;35.0419;134.1161;Japan;10933
Showa;35.6281;138.5350;Japan;20857
Shunan;34.0553;131.8061;Japan;137899
So;31.6536;131.0192;Japan;32849
Sodegaura;35.4300;139.9547;Japan;63975
Soeda;33.5717;130.8542;Japan;8786
Soja;34.6728;133.7467;Japan;68551
Soka;35.8256;139.8056;Japan;251390
Soma;37.7967;140.9197;Japan;36752
Sosa;35.7078;140.5644;Japan;34427
Sue;33.5872;130.5072;Japan;28489
Suginami-ku;35.6833;139.6167;Japan;583609
Sugito;36.0311;139.7264;Japan;43755
Sukumo;32.9389;132.7261;Japan;19124
Sumida;35.7000;139.8167;Japan;270823
Sumoto;34.3422;134.8944;Japan;40904
Sunagawa;43.4948;141.9035;Japan;16513
Suo-Oshima;33.9275;132.1953;Japan;14605
Susaki;33.4008;133.2831;Japan;20424
Susono;35.1739;138.9067;Japan;50510
Suwa;36.0392;138.1142;Japan;48309
Suzaka;36.6511;138.3069;Japan;49393
Suzu;37.4364;137.2603;Japan;12746
Suzuka;34.8822;136.5842;Japan;195250
Suzukawa;35.3731;139.3842;Japan;48532
Tabuse;33.9547;132.0414;Japan;14515
Tachiarai;33.3725;130.6225;Japan;15387
Tachikawa;35.7139;139.4079;Japan;181115
Tadaoka-higashi;34.4869;135.4011;Japan;16628
Tadotsu;34.2725;133.7536;Japan;22813
Taga;35.2219;136.2922;Japan;7237
Tagajo;38.2939;141.0044;Japan;61937
Tagami;37.7000;139.0500;Japan;11200
Tahara;34.6414;137.1831;Japan;59015
Taiki;42.4975;143.2789;Japan;5449
Tainai;38.0667;139.4167;Japan;28004
Taishi;34.8336;134.5781;Japan;33321
Taishi;34.5187;135.6476;Japan;13092
Taito;35.7126;139.7800;Japan;210528
Taiwa;38.4464;140.8864;Japan;28307
Tajimi;35.3328;137.1322;Japan;106746
Taka;35.0503;134.9233;Japan;19227
Takae;42.3625;142.3186;Japan;5395
Takahagi;36.7136;140.7097;Japan;27251
Takahama;34.9276;136.9877;Japan;48685
Takahama;35.4903;135.5511;Japan;10047
Takaharu;31.9283;131.0078;Japan;8511
Takahashi;34.7910;133.6168;Japan;28825
Takahata;38.0028;140.1892;Japan;22242
Takaishi;34.5206;135.4422;Japan;55910
Takamatsu;34.3500;134.0500;Japan;417814
Takamori;35.5514;137.8786;Japan;12650
Takamori;32.8272;131.1219;Japan;5724
Takanabe;32.1283;131.5033;Japan;20030
Takanezawa;36.6311;139.9867;Japan;29123
Takaoka;36.7541;137.0257;Japan;165880
Takarazuka;34.8114;135.3406;Japan;224055
Takasagocho-takasemachi;34.7658;134.7906;Japan;87220
Takasaki;36.3167;139.0000;Japan;367463
Takashima;35.3528;136.0356;Japan;46246
Takatsuki;34.8500;135.6167;Japan;347496
Takayama;36.1458;137.2522;Japan;85199
Takehara;34.3417;132.9069;Japan;23631
Takeocho-takeo;33.1939;130.0192;Japan;47681
Taketa;32.9736;131.3978;Japan;19688
Taketoyo;34.8514;136.9150;Japan;43095
Taki;34.4961;136.5461;Japan;14160
Takikawa;43.5578;141.9106;Japan;39266
Takizawa;39.7347;141.0769;Japan;56050
Tako;35.7356;140.4678;Japan;13804
Taku;33.2886;130.1103;Japan;18215
Tama;35.6333;139.4500;Japan;147252
Tama;34.4919;133.9458;Japan;56431
Tamagawa;33.6389;130.8061;Japan;45946
Tamaki;34.4903;136.6308;Japan;15113
Tamamura;36.3044;139.1150;Japan;36041
Tamana;32.9281;130.5597;Japan;64206
Tamba;35.1772;135.0358;Japan;60824
Tamba-Sasayama;35.0758;135.2192;Japan;39245
Tamura;37.4414;140.5692;Japan;35042
Tanabe;33.7333;135.3833;Japan;68986
Tanagura;37.0297;140.3797;Japan;13264
Taniyama-chuo;31.5211;130.5176;Japan;42683
Tara;33.0194;130.1792;Japan;7903
Taragi;32.2642;130.9358;Japan;8800
Tarui;35.3667;136.5333;Japan;26558
Tarumizu;31.4928;130.7011;Japan;13688
Tatebayashi;36.2450;139.5422;Japan;73991
Tateyama;34.9967;139.8700;Japan;44692
Tateyama;36.6667;137.3167;Japan;24996
Tatsugo;28.4131;129.5894;Japan;5753
Tatsuno;35.9825;137.9875;Japan;18503
Tatsunocho-tominaga;34.8581;134.5456;Japan;73952
Tawaramoto;34.5542;135.7931;Japan;30950
Tendo;38.3622;140.3783;Japan;61981
Tenri;34.5967;135.8375;Japan;63760
Teshikaga;43.4853;144.4592;Japan;6937
Toba;34.4813;136.8434;Japan;17421
Tobe;33.7492;132.7922;Japan;20290
Tobetsu;43.2169;141.5169;Japan;15618
Tochigi;36.3824;139.7341;Japan;153508
Toda;35.8175;139.6778;Japan;142352
Togane;35.5600;140.3661;Japan;57560
Togitsu;32.8289;129.8486;Japan;29025
Togo;35.0969;137.0525;Japan;44065
Tohoku;40.7281;141.2578;Japan;16449
Toin;35.0742;136.5836;Japan;25658
Tokai;35.0167;136.9000;Japan;113144
Tokai;36.4731;140.5661;Japan;37700
Tokamachi;37.1275;138.7557;Japan;49472
Toki;35.3525;137.1833;Japan;55388
Tokigawa;36.0086;139.2969;Japan;10470
Tokoname;34.8833;136.8333;Japan;57507
Tokorozawa;35.7994;139.4689;Japan;341195
Tokunoshima;27.7267;129.0186;Japan;10194
Tokushima;34.0667;134.5500;Japan;254510
Tokyo;35.6839;139.7744;Japan;39105000
Toma;43.8281;142.5083;Japan;6371
Tomakomai;42.6341;141.6055;Japan;170223
Tomi;36.3594;138.3306;Japan;29213
Tomigusuku;26.1772;127.6811;Japan;64850
Tomioka;36.2600;138.8900;Japan;46928
Tomisato;35.7267;140.3431;Japan;49470
Tomiya;38.4000;140.8953;Japan;51859
Tonami;36.6500;136.9667;Japan;47638
Tondabayashicho;34.4992;135.5972;Japan;108735
Tone;35.8578;140.1394;Japan;15035
Tono;39.3275;141.5336;Japan;25181
Tonosho;35.8372;140.6689;Japan;13085
Tonosho;34.4861;134.1858;Japan;12915
Toon;33.7910;132.8722;Japan;34195
Toride;35.9114;140.0503;Japan;103908
Tosa;33.4961;133.4253;Japan;25665
Tosashimizu;32.7814;132.9550;Japan;11925
Toshima;35.7333;139.7167;Japan;297954
Tosu;33.3778;130.5061;Japan;74673
Tottori;35.5011;134.2350;Japan;187323
Towada;40.6128;141.2058;Japan;60063
Toyama;36.7000;137.2200;Japan;413028
Toyoake;35.0500;137.0167;Japan;69389
Toyohashi;34.7692;137.3916;Japan;371507
Toyokawa;34.8268;137.3759;Japan;183965
Toyomamachi-teraike;38.6919;141.1878;Japan;76164
Toyonaka;34.7833;135.4667;Japan;401233
Toyono;34.9189;135.4942;Japan;18011
Toyooka;35.5333;134.8167;Japan;77005
Toyota;35.0833;137.1567;Japan;422106
Toyoyama;35.2508;136.9122;Japan;15729
Tsu;34.7186;136.5056;Japan;273267
Tsubame;37.6667;138.9667;Japan;76590
Tsubata;36.6686;136.7283;Japan;36728
Tsuchiura;36.0667;140.2000;Japan;137825
Tsuiki;33.6561;131.0561;Japan;17067
Tsukawaki;33.2833;131.1514;Japan;14306
Tsukuba-kenkyugakuen-toshi;36.0333;140.0667;Japan;246647
Tsukubamirai;35.9631;140.0372;Japan;51134
Tsukumiura;33.0725;131.8611;Japan;15664
Tsuno;32.2567;131.5597;Japan;9972
Tsuru;35.5514;138.9056;Japan;30193
Tsuruga;35.6500;136.0667;Japan;63724
Tsurugashima;35.9344;139.3931;Japan;70067
Tsuruno;40.8089;140.3800;Japan;30164
Tsuruoka;38.7217;139.8217;Japan;121371
Tsuruta;40.7589;140.4286;Japan;12211
Tsushima;35.1833;136.7333;Japan;60908
Tsushima;34.2028;129.2875;Japan;28456
Tsuyama;35.0694;134.0044;Japan;99410
Ube;33.9517;131.2467;Japan;162873
Uchiko;33.5331;132.6581;Japan;15191
Uchinada;36.6536;136.6450;Japan;26503
Ueda;36.4019;138.2491;Japan;152948
Uenohara;35.6303;139.1086;Japan;22557
Ugo;39.1994;140.4131;Japan;13547
Uji;34.8808;135.7794;Japan;179626
Uki;32.6478;130.6843;Japan;57096
Ukiha;33.3472;130.7550;Japan;27474
Umi;33.5678;130.5111;Japan;37713
Unnan;35.2878;132.9006;Japan;35366
Unzen;32.8353;130.1875;Japan;41018
Uonuma;37.2333;138.9667;Japan;34112
Uozu;36.8000;137.4000;Japan;40828
Urakawa;42.1686;142.7683;Japan;11998
Urasoe;26.2458;127.7219;Japan;115855
Urayasu;35.6536;139.9017;Japan;169749
Ureshinomachi-shimojuku;33.1278;130.0600;Japan;25593
Uruma;26.3792;127.8575;Japan;122371
Usa;33.5319;131.3494;Japan;52767
Ushiku;35.9833;140.1500;Japan;84505
Usuki;33.1258;131.8047;Japan;35681
Utazu;34.3106;133.8256;Japan;18897
Uto;32.6875;130.6583;Japan;35947
Utsunomiya;36.5500;139.8833;Japan;518197
Uwajima;33.2233;132.5606;Japan;69639
Wadomari;27.3922;128.6553;Japan;6233
Wajimazakimachi;37.3906;136.8992;Japan;23906
Wakabadai;45.4000;141.7000;Japan;33036
Wakasa;35.5489;135.9083;Japan;13867
Wakayama;34.2333;135.1667;Japan;353299
Wake;34.8028;134.1575;Japan;13373
Waki;34.2022;132.2203;Japan;5984
Wako;35.7814;139.6058;Japan;84120
Wakuya;38.5447;141.1347;Japan;15177
Warabi;35.8256;139.6794;Japan;74996
Watari;38.0378;140.8528;Japan;32846
Yabu;35.4047;134.7675;Japan;21813
Yabuki;37.2011;140.3386;Japan;16823
Yachimata;35.6659;140.3179;Japan;66430
Yachiyo;35.7225;140.0997;Japan;200538
Yachiyo;36.1814;139.8914;Japan;20838
Yaese;26.1582;127.7186;Japan;30974
Yahaba;39.6058;141.1431;Japan;27638
Yahiko;37.6833;138.8500;Japan;7655
Yaita;36.8067;139.9242;Japan;31145
Yaizu;34.8667;138.3167;Japan;136028
Yakage;34.6278;133.5872;Japan;13218
Yakumo;42.2558;140.2653;Japan;15674
Yakushima;30.3711;130.6650;Japan;11829
Yamada;39.4675;141.9489;Japan;14388
Yamaga;33.0167;130.6914;Japan;48753
Yamagata;38.2500;140.3333;Japan;247234
Yamagata;35.5061;136.7814;Japan;25325
Yamaguchi;34.1781;131.4739;Japan;193761
Yamakita;35.3606;139.0839;Japan;9530
Yamamoto;37.9625;140.8778;Japan;11736
Yamanaka;35.4106;138.8608;Japan;5170
Yamanashi;35.6922;138.6853;Japan;32925
Yamanobe;38.2892;140.2625;Japan;13610
Yamanouchi;36.7447;138.4125;Japan;11106
Yamato;32.6850;130.9900;Japan;13210
Yamatotakada;34.5150;135.7364;Japan;60791
Yame;33.2119;130.5578;Japan;60196
Yanagawa;33.1631;130.4061;Japan;64120
Yanai;33.9639;132.1017;Japan;30461
Yao;34.6269;135.6008;Japan;264913
Yaotsu;35.4761;137.1417;Japan;10070
Yashio;35.8228;139.8392;Japan;93283
Yasu;35.0675;136.0258;Japan;50049
Yasugicho;35.4317;133.2508;Japan;36713
Yato;35.4693;139.4616;Japan;239146
Yatomi;35.1167;136.7167;Japan;43038
Yawata-shimizui;34.8756;135.7078;Japan;70373
Yawatahama-shi;33.4631;132.4233;Japan;31363
Yazu;35.4092;134.2508;Japan;15642
Yoichi;43.1953;140.7836;Japan;18252
Yokkaichi;34.9667;136.6167;Japan;310263
Yokohama;35.4333;139.6333;Japan;3757630
Yokoshibahikari;35.6656;140.5042;Japan;22271
Yokosuka;35.2500;139.6667;Japan;390275
Yokotemachi;39.3137;140.5666;Japan;84556
Yomitan;26.3961;127.7444;Japan;39791
Yonabaru;26.1994;127.7547;Japan;19735
Yonago;35.4281;133.3311;Japan;147210
Yonezawa;37.9167;140.1167;Japan;80795
Yorii;36.1156;139.1942;Japan;32039
Yoro;35.3083;136.5614;Japan;26565
Yosano;35.5653;135.1528;Japan;19726
Yoshida;34.7708;138.2519;Japan;28811
Yoshikawa;35.8958;139.8556;Japan;72139
Yoshimi;36.0400;139.4539;Japan;18133
Yoshinogari;33.3211;130.3989;Japan;16324
Yoshinogawa;34.0664;134.3586;Japan;38726
Yoshinoyama;34.4000;135.8500;Japan;6101
Yoshioka;36.4475;139.0103;Japan;22234
Yotsukaido;35.6700;140.1683;Japan;93233
Yuasa;34.0294;135.1903;Japan;11038
Yubari;43.0569;141.9739;Japan;7430
Yufu;33.1800;131.4267;Japan;32698
Yugawara;35.1478;139.1083;Japan;23480
Yuki;36.3053;139.8775;Japan;50218
Yukuhashi;33.7286;130.9831;Japan;70922
Yunoshima;35.8058;137.2442;Japan;30641
Yurihama;35.4900;133.8647;Japan;15972
Yurihonjo;39.3858;140.0489;Japan;73840
Yuza;39.0158;139.9292;Japan;12895
